0	calico	calico_vxlan	canal	cilium	flannel	kuberouter	weavenet
	0	0	14	0	0	0	0
	0	0	0	0	0	0	0
	21	0	0	0	0	0	0
	0	0	0	0	0	14	0
	25	0	0	0	0	0	85
							
	13	0	0	0	0	0	0
	0	108	0	0	0	0	0
	0	0	0	0	0	15	0
	44	0	0	0	0	0	0
	45	0	0	0	0	0	0
	0	0	13	0	0	0	0
	0	0	13	0	0	0	17
	0	0	0	0	0	15	17
	0	0	13	0	0	0	0
	0	0	0	0	0	0	0
	0	0	13	0	0	0	0
	0	0	8	0	0	3	0
	0	0	45	0	0	13	0
	0	0	0	0	0	0	0
	45	0	12	0	0	0	0
	0	92	9	0	0	6	0
	45	0	0	0	0	0	31
	0	0	0	0	0	0	0
	38	184	0	0	0	0	0
	0	92	45	0	0	0	0
							
	33	0	27	0	0	0	0
	13	0	0	0	1	13	0
	0	0	0	0	0	0	0
	0	0	45	0	0	0	0
	0	0	77	0	0	13	21
	0	0	13	0	0	0	0
	0	0	13	0	0	0	0
	0	0	0	0	0	0	0
	33	0	13	0	0	45	20
	0	0	19	0	0	13	0
	0	0	9	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	45	0	0	0	20
	12	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	5	0	0	14	0
	0	0	0	0	0	0	20
	0	0	0	0	0	6	28
	0	0	0	0	0	0	0
							
	0	0	11	0	0	0	0
	0	0	0	0	0	0	19
	23	0	0	0	0	0	0
	0	0	0	0	0	0	30
	0	0	0	0	0	0	0
	0	0	0	0	0	0	19
	22	0	0	0	0	0	0
	22	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	320	45	0	0	12	0
	0	276	0	0	0	36	0
	0	0	6	0	0	13	17
	0	0	0	0	0	4	0
	23	0	9	0	0	21	0
	0	0	13	0	0	0	0
	0	0	12	0	0	9	0
	0	0	0	0	0	0	0
	23	0	0	0	0	0	0
	0	0	0	0	0	1	0
	0	0	0	0	0	29	0
							
	0	0	0	157	0	0	29
	0	0	0	128	0	0	23
	5	0	0	46	0	0	27
	0	0	0	0	0	0	23
	0	0	0	0	0	14	0
	45	0	13	0	0	0	0
	5	0	13	0	0	0	0
	11	0	0	0	0	0	0
	0	0	13	0	0	0	0
	0	0	0	0	0	0	0
	0	0	13	140	0	0	0
	0	0	12	0	0	14	0
	0	0	0	0	0	0	0
	23	0	0	276	0	0	0
	0	0	12	0	0	0	0
	0	0	12	0	0	0	0
	0	0	27	0	0	0	0
	9	0	0	184	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
							
	0	0	0	0	0	0	0
	0	0	45	0	0	14	0
	0	0	45	0	0	14	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	10	0	0	0	27
	0	0	5	0	0	12	17
	0	0	0	0	0	15	32
	0	0	11	0	0	0	0
	0	0	0	0	0	3	0
	0	0	10	0	0	0	0
	0	0	10	0	0	0	0
	37	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	7	0	0	45	0
	0	0	10	0	0	14	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	10	0	45	0	0	6	0
	0	0	0	0	0	0	0
							
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	33
	0	0	9	0	0	37	0
	0	0	10	0	0	30	0
	0	0	0	0	0	0	0
	0	0	10	0	0	0	16
	40	0	0	0	0	0	13
	0	0	5	0	0	13	0
	0	0	5	0	0	14	19
	0	0	0	0	0	0	49
